,game_id,ydsnet,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,third_down_converted,third_down_failed,interception,fourth_down_converted,fourth_down_converted,complete_pass,rush_attempt,pass_attempt,rush_touchdown,pass_touchdown,completion_perc,third_down_perc,team,game_date,type,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,win,team_score
0,2018010600,1885,325,236.0,150.0,3.0,14.0,4.0,7.0,0.0,0.0,0.0,24.0,16.0,37.0,1.0,2.0,0.6486486486486487,0.021621621621621623,KC,2018-01-06,post,KC,TEN,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010600/2018010600_gtd.json,21,22,0,21
1,2018010600,2762,397,304.0,114.0,9.0,12.0,8.0,5.0,1.0,0.0,0.0,19.0,31.0,35.0,1.0,2.0,0.5428571428571428,0.042328042328042326,TEN,2018-01-06,post,KC,TEN,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010600/2018010600_gtd.json,21,22,1,22
2,2018010601,2571,322,136.0,154.0,7.0,13.0,5.0,10.0,0.0,1.0,1.0,21.0,39.0,33.0,1.0,1.0,0.6363636363636364,0.026881720430107527,ATL,2018-01-06,post,LA,ATL,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010601/2018010601_gtd.json,13,26,1,26
3,2018010601,2795,361,414.0,61.0,5.0,12.0,5.0,9.0,0.0,1.0,1.0,24.0,16.0,48.0,0.0,1.0,0.5,0.026881720430107527,LA,2018-01-06,post,LA,ATL,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010601/2018010601_gtd.json,13,26,0,13
4,2018010700,2566,263,249.0,99.0,8.0,8.0,7.0,11.0,2.0,1.0,1.0,18.0,32.0,42.0,0.0,0.0,0.42857142857142855,0.03723404255319149,BUF,2018-01-07,post,JAX,BUF,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010700/2018010700_gtd.json,10,3,0,3
5,2018010700,1807,230,81.0,45.0,9.0,6.0,2.0,10.0,0.0,1.0,1.0,12.0,34.0,25.0,0.0,1.0,0.48,0.01092896174863388,JAX,2018-01-07,post,JAX,BUF,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010700/2018010700_gtd.json,10,3,1,10
6,2018010701,3200,413,395.0,139.0,5.0,16.0,8.0,9.0,0.0,1.0,1.0,24.0,26.0,45.0,0.0,2.0,0.5333333333333333,0.042328042328042326,CAR,2018-01-07,post,NO,CAR,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010701/2018010701_gtd.json,31,26,0,26
7,2018010701,2364,410,379.0,144.0,3.0,17.0,2.0,6.0,1.0,0.0,0.0,23.0,22.0,34.0,2.0,2.0,0.6764705882352942,0.01092896174863388,NO,2018-01-07,post,NO,CAR,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018010701/2018010701_gtd.json,31,26,1,31
8,2018011300,2490,281,295.0,93.0,6.0,11.0,4.0,9.0,0.0,1.0,1.0,22.0,20.0,39.0,0.0,1.0,0.5641025641025641,0.021621621621621623,ATL,2018-01-13,post,PHI,ATL,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018011300/2018011300_gtd.json,15,10,0,10
9,2018011300,3327,334,155.0,157.0,8.0,12.0,6.0,7.0,0.0,1.0,1.0,23.0,32.0,31.0,1.0,0.0,0.7419354838709677,0.03208556149732621,PHI,2018-01-13,post,PHI,ATL,18,2017,POST,http://www.nfl.com/liveupdate/game-center/2018011300/2018011300_gtd.json,15,10,1,15
