,game_id,ydsnet,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,third_down_converted,third_down_failed,interception,fourth_down_converted,fourth_down_converted,complete_pass,rush_attempt,pass_attempt,rush_touchdown,pass_touchdown,completion_perc,third_down_perc,team,game_date,type,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,win,team_score
0,2010090900,1425,253,280.0,64.0,5.0,7.0,5.0,8.0,1.0,0.0,0.0,15.0,23.0,28.0,0.0,1.0,0.5357142857142857,0.0011811953697141507,MIN,2010-09-09,reg,NO,MIN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010090900/2010090900_gtd.json,14,9,0,9
1,2010090900,2000,308,237.0,124.0,6.0,12.0,3.0,8.0,0.0,0.0,0.0,27.0,25.0,37.0,1.0,1.0,0.7297297297297297,0.0007090522335145356,NO,2010-09-09,reg,NO,MIN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010090900/2010090900_gtd.json,14,9,1,14
2,2010091200,1509,340,363.0,117.0,5.0,9.0,5.0,8.0,2.0,0.0,0.0,21.0,23.0,38.0,1.0,1.0,0.5526315789473685,0.0011811953697141507,CLE,2010-09-12,reg,TB,CLE,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091200/2010091200_gtd.json,17,14,0,14
3,2010091200,1525,288,343.0,59.0,3.0,9.0,7.0,10.0,1.0,0.0,0.0,17.0,30.0,31.0,0.0,2.0,0.5483870967741935,0.001652892561983471,TB,2010-09-12,reg,TB,CLE,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091200/2010091200_gtd.json,17,14,1,17
4,2010091201,901,166,220.0,44.0,3.0,6.0,3.0,11.0,0.0,1.0,1.0,18.0,17.0,37.0,0.0,1.0,0.4864864864864865,0.0007090522335145356,BUF,2010-09-12,reg,BUF,MIA,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091201/2010091201_gtd.json,10,15,0,10
5,2010091201,2177,296,219.0,84.0,10.0,9.0,8.0,10.0,0.0,0.0,0.0,21.0,36.0,37.0,1.0,0.0,0.5675675675675675,0.0018885741265344666,MIA,2010-09-12,reg,BUF,MIA,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091201/2010091201_gtd.json,10,15,1,15
6,2010091202,2794,428,391.0,120.0,5.0,21.0,8.0,7.0,1.0,3.0,3.0,34.0,25.0,51.0,1.0,2.0,0.6666666666666666,0.0018885741265344666,CIN,2010-09-12,reg,NE,CIN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091202/2010091202_gtd.json,38,24,0,24
7,2010091202,2508,376,257.0,177.0,7.0,13.0,9.0,4.0,0.0,0.0,0.0,25.0,23.0,35.0,0.0,3.0,0.7142857142857143,0.002124144441822044,NE,2010-09-12,reg,NE,CIN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091202/2010091202_gtd.json,38,24,1,38
8,2010091203,2420,355,153.0,50.0,15.0,7.0,6.0,5.0,1.0,1.0,1.0,9.0,42.0,19.0,3.0,1.0,0.47368421052631576,0.0014170996693434106,HOU,2010-09-12,reg,HOU,IND,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091203/2010091203_gtd.json,34,24,1,34
9,2010091203,3192,463,454.0,146.0,3.0,20.0,4.0,8.0,0.0,1.0,1.0,40.0,10.0,59.0,0.0,3.0,0.6779661016949152,0.000945179584120983,IND,2010-09-12,reg,HOU,IND,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091203/2010091203_gtd.json,34,24,0,24
10,2010091204,2593,363,315.0,127.0,6.0,14.0,3.0,7.0,1.0,1.0,1.0,21.0,25.0,36.0,1.0,1.0,0.5833333333333334,0.0007090522335145356,DEN,2010-09-12,reg,JAC,DEN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091204/2010091204_gtd.json,24,17,0,17
11,2010091204,1699,299,161.0,52.0,9.0,6.0,3.0,7.0,0.0,1.0,1.0,16.0,34.0,22.0,0.0,3.0,0.7272727272727273,0.0007090522335145356,JAC,2010-09-12,reg,JAC,DEN,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091204/2010091204_gtd.json,24,17,1,24
12,2010091205,2457,285,232.0,99.0,8.0,9.0,3.0,11.0,1.0,0.0,0.0,23.0,25.0,42.0,0.0,1.0,0.5476190476190477,0.0007090522335145356,OAK,2010-09-12,reg,TEN,OAK,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091205/2010091205_gtd.json,38,13,0,13
13,2010091205,1560,345,105.0,56.0,10.0,6.0,8.0,7.0,0.0,0.0,0.0,13.0,39.0,19.0,3.0,2.0,0.6842105263157895,0.0018885741265344666,TEN,2010-09-12,reg,TEN,OAK,1,2010,POST,http://www.nfl.com/liveupdate/game-center/2010091205/2010091205_gtd.json,38,13,1,38
