,game_id,ydsnet,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,third_down_converted,third_down_failed,interception,fourth_down_converted,fourth_down_converted,complete_pass,rush_attempt,pass_attempt,rush_touchdown,pass_touchdown,completion_perc,third_down_perc,team,game_date,type,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,win,team_score
0,2010010900,2705,426,172.0,156.0,10.0,13.0,9.0,7.0,0.0,0.0,0.0,23.0,35.0,37.0,2.0,2.0,0.6216216216216216,0.04736842105263158,DAL,2010-01-09,post,DAL,PHI,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010010900/2010010900_gtd.json,34,14,1,34
1,2010010900,1893,340,398.0,168.0,0.0,13.0,2.0,9.0,1.0,0.0,0.0,20.0,13.0,43.0,0.0,2.0,0.46511627906976744,0.01092896174863388,PHI,2010-01-09,post,DAL,PHI,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010010900/2010010900_gtd.json,34,14,0,14
2,2010010901,1701,281,287.0,55.0,6.0,7.0,5.0,9.0,1.0,0.0,0.0,18.0,22.0,39.0,1.0,1.0,0.46153846153846156,0.026881720430107527,CIN,2010-01-09,post,CIN,NYJ,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010010901/2010010901_gtd.json,14,24,0,14
3,2010010901,1791,353,153.0,88.0,7.0,8.0,3.0,9.0,0.0,0.0,0.0,12.0,41.0,15.0,2.0,1.0,0.8,0.016304347826086956,NYJ,2010-01-09,post,CIN,NYJ,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010010901/2010010901_gtd.json,14,24,1,24
4,2010011000,2795,531,278.0,168.0,7.0,21.0,3.0,2.0,0.0,0.0,0.0,29.0,23.0,34.0,1.0,5.0,0.8529411764705882,0.016304347826086956,ARI,2010-01-10,post,ARI,GB,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011000/2010011000_gtd.json,51,45,1,51
5,2010011000,3053,493,421.0,198.0,9.0,17.0,5.0,6.0,1.0,2.0,2.0,28.0,20.0,47.0,2.0,4.0,0.5957446808510638,0.026881720430107527,GB,2010-01-10,post,ARI,GB,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011000/2010011000_gtd.json,51,45,0,45
6,2010011001,1403,268,118.0,13.0,13.0,3.0,10.0,6.0,1.0,0.0,0.0,4.0,53.0,10.0,4.0,0.0,0.4,0.05235602094240838,BAL,2010-01-10,post,NE,BAL,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011001/2010011001_gtd.json,14,33,1,33
7,2010011001,1145,196,282.0,61.0,4.0,9.0,3.0,9.0,3.0,1.0,1.0,23.0,18.0,45.0,0.0,2.0,0.5111111111111111,0.016304347826086956,NE,2010-01-10,post,NE,BAL,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011001/2010011001_gtd.json,14,33,0,14
8,2010011600,1670,270,194.0,142.0,2.0,10.0,5.0,8.0,2.0,0.0,0.0,20.0,19.0,36.0,0.0,0.0,0.5555555555555556,0.026881720430107527,BAL,2010-01-16,post,IND,BAL,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011600/2010011600_gtd.json,20,3,0,3
9,2010011600,2858,275,367.0,78.0,3.0,16.0,6.0,9.0,1.0,1.0,1.0,30.0,25.0,46.0,0.0,2.0,0.6521739130434783,0.03208556149732621,IND,2010-01-16,post,IND,BAL,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011600/2010011600_gtd.json,20,3,1,20
10,2010011601,1709,359,206.0,129.0,2.0,12.0,1.0,7.0,1.0,0.0,0.0,24.0,15.0,37.0,2.0,0.0,0.6486486486486487,0.005494505494505495,ARI,2010-01-16,post,NO,ARI,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011601/2010011601_gtd.json,45,14,0,14
11,2010011601,2265,418,281.0,107.0,10.0,15.0,7.0,6.0,0.0,0.0,0.0,23.0,34.0,32.0,2.0,3.0,0.71875,0.03723404255319149,NO,2010-01-16,post,NO,ARI,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011601/2010011601_gtd.json,45,14,1,45
12,2010011700,1594,248,183.0,83.0,6.0,10.0,3.0,10.0,1.0,0.0,0.0,22.0,25.0,41.0,0.0,0.0,0.5365853658536586,0.016304347826086956,DAL,2010-01-17,post,MIN,DAL,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011700/2010011700_gtd.json,34,3,0,3
13,2010011700,1506,323,210.0,116.0,4.0,11.0,4.0,9.0,0.0,1.0,1.0,15.0,33.0,27.0,0.0,4.0,0.5555555555555556,0.021621621621621623,MIN,2010-01-17,post,MIN,DAL,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011700/2010011700_gtd.json,34,3,1,34
14,2010011701,1343,262,220.0,34.0,6.0,6.0,6.0,10.0,1.0,1.0,1.0,12.0,39.0,24.0,1.0,1.0,0.5,0.03208556149732621,NYJ,2010-01-17,post,SD,NYJ,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011701/2010011701_gtd.json,14,17,1,17
15,2010011701,1794,344,336.0,111.0,2.0,15.0,4.0,9.0,2.0,0.0,0.0,27.0,18.0,42.0,1.0,1.0,0.6428571428571429,0.021621621621621623,SD,2010-01-17,post,SD,NYJ,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010011701/2010011701_gtd.json,14,17,0,14
16,2010012400,3083,461,397.0,120.0,5.0,19.0,4.0,7.0,0.0,0.0,0.0,26.0,24.0,41.0,0.0,3.0,0.6341463414634146,0.021621621621621623,IND,2010-01-24,post,IND,NYJ,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010012400/2010012400_gtd.json,30,17,1,30
17,2010012400,1723,388,317.0,113.0,4.0,13.0,6.0,8.0,1.0,0.0,0.0,18.0,29.0,31.0,0.0,2.0,0.5806451612903226,0.03208556149732621,NYJ,2010-01-24,post,IND,NYJ,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010012400/2010012400_gtd.json,30,17,0,17
18,2010012401,3418,475,396.0,145.0,10.0,17.0,7.0,5.0,2.0,0.0,0.0,28.0,36.0,46.0,3.0,1.0,0.6086956521739131,0.03723404255319149,MIN,2010-01-24,post,NO,MIN,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010012401/2010012401_gtd.json,31,28,0,28
19,2010012401,1289,257,234.0,78.0,4.0,8.0,3.0,9.0,0.0,1.0,1.0,17.0,23.0,32.0,1.0,3.0,0.53125,0.016304347826086956,NO,2010-01-24,post,NO,MIN,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010012401/2010012401_gtd.json,31,28,1,31
20,2010013100,2793,517,502.0,160.0,6.0,19.0,4.0,7.0,1.0,3.0,3.0,27.0,22.0,45.0,2.0,3.0,0.6,0.021621621621621623,AFC,2010-01-31,post,APR,NPR,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010013100/2010013100_gtd.json,41,34,0,34
21,2010013100,2574,470,447.0,228.0,3.0,18.0,5.0,7.0,2.0,1.0,1.0,31.0,11.0,51.0,1.0,3.0,0.6078431372549019,0.026881720430107527,NFC,2010-01-31,post,APR,NPR,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010013100/2010013100_gtd.json,41,34,0,34
22,2010020700,3140,432,354.0,142.0,6.0,16.0,6.0,7.0,1.0,1.0,1.0,31.0,19.0,45.0,1.0,1.0,0.6888888888888889,0.03208556149732621,IND,2010-02-07,post,IND,NO,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010020700/2010020700_gtd.json,17,31,0,17
23,2010020700,2304,334,227.0,142.0,3.0,16.0,3.0,6.0,0.0,0.0,0.0,32.0,18.0,41.0,0.0,2.0,0.7804878048780488,0.016304347826086956,NO,2010-02-07,post,IND,NO,18,2009,POST,http://www.nfl.com/liveupdate/game-center/2010020700/2010020700_gtd.json,17,31,1,31
