,receiver_player_name,sp,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,fumble,touchdown,pass_touchdown,rush_touchdown
2965,M.Crabtree,0,0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0
2966,A.Green,0,0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0
2970,A.Green,1,4,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2975,M.Crabtree,0,16,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2978,M.Crabtree,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
2980,C.Uzomah,0,29,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0
2982,G.Bernard,0,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2983,G.Bernard,0,0,-6.0,,0.0,0.0,0.0,0.0,0.0,0.0
2984,A.Green,1,32,6.0,26.0,0.0,1.0,0.0,1.0,1.0,0.0
2989,W.Snead IV,0,5,-2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2994,T.Boyd,0,27,23.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2995,T.Boyd,0,6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,T.Kroft,0,5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2999,T.Eifert,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3004,J.Mixon,0,3,-7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,A.Green,1,7,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3009,M.Andrews,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3010,J.Brown,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,J.Brown,0,45,36.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
3015,M.Crabtree,0,10,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3017,A.Collins,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
3025,G.Bernard,0,0,-5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,T.Boyd,0,22,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3028,C.Uzomah,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
3030,C.Uzomah,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,J.Ross,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3033,T.Boyd,0,17,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3035,J.Ross,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3036,T.Boyd,1,14,4.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0
3039,A.Collins,0,9,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,W.Snead IV,0,19,3.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
3044,J.Brown,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
3046,M.Crabtree,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3047,W.Snead IV,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
3048,G.Bernard,0,0,-4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3049,A.Green,0,0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0
3050,A.Green,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
3052,J.Brown,0,0,56.0,,0.0,0.0,0.0,0.0,0.0,0.0
3053,A.Collins,0,22,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0
3055,M.Crabtree,0,17,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
3057,M.Andrews,0,11,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3062,J.Brown,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
3063,M.Andrews,1,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3068,T.Eifert,0,16,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3069,J.Malone,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3072,G.Bernard,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3074,M.Williams,0,25,17.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
3076,N.Boyle,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
3077,W.Snead IV,0,0,-3.0,,0.0,0.0,0.0,0.0,0.0,0.0
3081,T.Kroft,0,6,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3083,T.Boyd,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,T.Boyd,0,0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0
3088,A.Collins,0,24,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
3090,C.Moore,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,J.Allen,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3092,J.Allen,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,G.Bernard,0,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,J.Ross,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
3098,T.Eifert,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3100,M.Crabtree,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101,N.Boyle,0,17,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
3103,J.Allen,0,6,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3105,J.Brown,0,0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0
3106,G.Bernard,0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3107,A.Green,0,18,14.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3108,T.Eifert,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,T.Boyd,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
3113,N.Boyle,0,0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0
3114,J.Brown,0,17,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3115,W.Snead IV,0,10,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3116,M.Crabtree,0,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,N.Boyle,0,9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,J.Brown,0,0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0
3122,J.Allen,0,16,13.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3125,J.Brown,1,21,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3126,J.Allen,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3131,C.Uzomah,0,12,-1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
3133,A.Green,0,8,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3137,J.Ross,0,8,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3140,J.Brown,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
3141,M.Crabtree,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
3153,J.Allen,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3154,C.Moore,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
3155,J.Allen,0,7,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,M.Andrews,0,5,6.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
3158,C.Moore,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,J.Allen,0,6,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3161,W.Snead IV,0,0,38.0,,0.0,0.0,0.0,0.0,0.0,0.0
3162,W.Snead IV,0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3163,M.Williams,0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3165,M.Williams,0,2,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,W.Snead IV,0,11,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3172,D.Funchess,0,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3175,J.Wright,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3180,J.Jones,0,9,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3182,C.Ridley,0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,A.Hooper,0,7,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,C.McCaffrey,0,1,-4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,C.McCaffrey,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3195,J.Jones,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3196,J.Jones,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
3199,A.Hooper,0,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,J.Jones,0,0,49.0,,0.0,0.0,0.0,0.0,0.0,0.0
3202,C.McCaffrey,0,18,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
3205,C.McCaffrey,0,10,-2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
3208,T.Smith,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
3213,D.Funchess,0,12,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3214,D.Funchess,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3216,J.Wright,1,5,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3220,T.Coleman,0,-2,-5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3222,J.Jones,0,0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0
3224,J.Jones,0,6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3228,C.Ridley,1,11,9.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
3233,C.McCaffrey,0,11,-7.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
3234,T.Smith,0,0,39.0,,0.0,0.0,0.0,0.0,0.0,0.0
3237,C.McCaffrey,0,1,-6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,C.Ridley,0,22,6.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
3242,T.Coleman,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,A.Hooper,0,7,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3244,M.Hall,0,30,21.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
3245,I.Smith,0,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,A.Hooper,1,8,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3250,D.Funchess,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3253,J.Jones,0,30,24.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
3254,J.Jones,0,0,37.0,,0.0,0.0,0.0,0.0,0.0,0.0
3256,C.McCaffrey,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,D.Funchess,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
3261,C.Ridley,0,22,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
3268,C.McCaffrey,0,9,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,J.Wright,0,16,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
3272,T.Smith,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
3273,C.McCaffrey,0,6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,I.Thomas,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3279,J.Jones,0,12,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
3281,C.Ridley,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3282,T.Coleman,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,J.Wright,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3287,J.Wright,0,7,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3289,C.McCaffrey,0,3,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,J.Wright,0,12,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3293,I.Thomas,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
3294,D.Funchess,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,I.Thomas,0,8,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3296,T.Smith,1,3,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3300,M.Sanu,0,12,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
3302,A.Hooper,0,30,20.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
3303,L.Paulsen,0,10,-2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
3309,C.Anderson,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
3310,T.Smith,0,26,10.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
3311,D.Funchess,0,27,16.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3312,C.Anderson,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
3315,M.Sanu,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3317,C.McCaffrey,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3318,C.McCaffrey,0,7,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3319,J.Wright,0,22,18.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3320,C.McCaffrey,0,11,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
3321,D.Moore,1,51,17.0,34.0,0.0,1.0,0.0,1.0,1.0,0.0
3326,T.Coleman,0,9,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
3332,C.McCaffrey,0,10,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
3333,C.McCaffrey,0,0,-7.0,,0.0,0.0,0.0,0.0,0.0,0.0
3334,T.Smith,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,D.Funchess,0,12,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3336,T.Smith,0,0,33.0,,0.0,0.0,0.0,0.0,0.0,0.0
3337,D.Funchess,0,16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3341,D.Moore,0,0,31.0,,0.0,0.0,0.0,0.0,0.0,0.0
3344,M.Mack,0,2,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3348,T.Hilton,0,18,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
3349,M.Mack,0,0,-5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3351,E.Ebron,0,13,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3354,E.Ebron,1,7,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3358,A.Peterson,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,P.Richardson,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3364,T.Hilton,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
3366,A.Peterson,0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,J.Doctson,0,0,31.0,,0.0,0.0,0.0,0.0,0.0,0.0
3375,J.Doyle,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3376,J.Wilkins,0,0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,T.Hilton,0,22,-1.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0
3379,T.Hilton,0,17,13.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
3382,T.Hilton,0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0
3383,A.Peterson,0,21,-5.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0
3387,J.Doctson,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
3390,E.Ebron,0,6,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3391,T.Hilton,0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3394,C.Rogers,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3402,J.Reed,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,P.Richardson,0,0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0
3406,R.Hewitt,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3408,T.Hilton,0,10,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,C.Thompson,0,8,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3414,P.Richardson,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
3416,J.Crowder,0,0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,J.Doyle,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
3421,J.Doyle,0,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,C.Thompson,0,9,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,J.Crowder,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
3426,P.Richardson,0,34,26.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
3428,C.Thompson,0,11,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
3436,J.Reed,0,6,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3437,J.Doctson,0,14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3439,P.Richardson,0,19,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3441,J.Crowder,0,0,38.0,,0.0,0.0,0.0,0.0,0.0,0.0
3442,J.Chesson,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
3444,N.Hines,0,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3446,T.Hilton,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
3448,C.Thompson,0,4,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,J.Reed,0,11,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3450,C.Thompson,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,J.Doctson,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
3455,E.Ebron,0,0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0
3457,T.Hilton,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
3460,J.Doctson,0,7,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3463,J.Reed,0,19,17.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3465,P.Richardson,0,9,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3469,C.Thompson,0,-2,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3474,C.Rogers,0,5,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3475,J.Doyle,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
3476,R.Grant,0,9,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3478,R.Grant,0,21,19.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3479,T.Hilton,0,9,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3481,J.Doyle,0,12,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
3482,J.Wilkins,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3484,T.Hilton,1,3,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
3487,C.Thompson,0,10,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3488,J.Doctson,0,10,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3489,J.Reed,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3490,J.Crowder,0,8,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3491,J.Doctson,0,6,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3492,C.Thompson,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3493,V.Davis,0,7,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3494,J.Reed,0,8,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
3501,C.Rogers,0,6,-4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,C.Thompson,0,7,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3506,J.Reed,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3508,C.Thompson,0,14,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,J.Reed,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3512,C.Thompson,0,7,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3513,C.Thompson,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3516,C.Thompson,0,12,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3517,C.Thompson,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3522,W.Fuller,0,9,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3524,D.Hopkins,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
3532,T.Sharpe,0,0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0
3533,D.Cruikshank,1,66,17.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0
3543,L.Miller,0,-2,-5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3548,T.Taylor,0,8,-3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3554,C.Davis,0,7,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3555,T.Taylor,1,18,-2.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0
3559,R.Griffin,0,19,8.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3563,B.Ellington,0,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564,W.Fuller,0,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3566,D.Hopkins,0,0,37.0,,0.0,0.0,0.0,0.0,0.0,0.0
3568,C.Davis,0,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,C.Davis,0,0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0
3572,R.Matthews,0,4,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
3575,W.Fuller,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,J.Thomas,0,0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0
3580,T.Taylor,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,T.Taylor,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
3590,J.Akins,0,8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,B.Ellington,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,D.Hopkins,0,23,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3596,D.Hopkins,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
3597,D.Hopkins,1,28,21.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0
3609,C.Davis,0,0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0
3612,W.Fuller,0,20,16.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3614,W.Fuller,0,15,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3615,J.Thomas,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
3617,W.Fuller,0,16,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3621,D.Hopkins,0,0,38.0,,0.0,0.0,0.0,0.0,0.0,0.0
3624,L.Stocker,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3625,R.Matthews,0,0,-4.0,,0.0,0.0,0.0,0.0,0.0,0.0
3627,D.Hopkins,0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3633,J.Thomas,0,0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0
3637,D.Lewis,0,1,-3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,R.Matthews,0,4,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3642,J.Akins,0,13,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
3647,W.Fuller,1,39,39.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3650,L.Stocker,0,11,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
3653,T.Sharpe,0,14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3654,R.Matthews,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
3657,C.Davis,0,5,-2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,B.Ellington,0,23,12.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3663,W.Fuller,0,1,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,D.Hopkins,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3665,W.Fuller,0,0,34.0,,0.0,0.0,0.0,0.0,0.0,0.0
3669,C.Davis,0,13,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
3675,C.Davis,0,18,-2.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0
3686,D.Hopkins,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
3687,L.Miller,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3688,D.Hopkins,0,19,14.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3691,D.Hopkins,0,31,29.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3694,D.Jackson,1,75,35.0,40.0,0.0,1.0,0.0,1.0,1.0,0.0
3697,K.Aiken,0,3,-2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
3699,K.Aiken,0,9,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3703,P.Barber,0,7,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
3704,P.Barber,0,0,-6.0,,0.0,0.0,0.0,0.0,0.0,0.0
3706,J.Rodgers,0,13,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3708,N.Agholor,0,17,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
3709,C.Clement,0,14,-6.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0
3712,N.Agholor,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
3715,C.Clement,0,15,-4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
3718,M.Evans,0,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3720,A.Humphries,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
3721,M.Evans,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3729,O.Howard,0,0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0
3732,Z.Ertz,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3733,S.Gibson,0,0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0
