,receiver_player_name,sp,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,fumble,touchdown,pass_touchdown,rush_touchdown
21632,J.Croom,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
21634,C.Clay,1,0,14.0,,0.0,0.0,0.0,1.0,0.0,0.0
21636,A.Holmes,0,24,19.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
21637,C.Ivory,0,11,-6.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
21638,C.Clay,0,8,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
21640,Z.Jones,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
21642,K.Benjamin,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
21649,A.Holmes,0,0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0
21650,L.McCoy,0,19,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
21651,R.McCloud,0,16,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
21656,J.Croom,0,14,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
21657,L.McCoy,0,9,-2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
21663,J.Cook,0,11,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
21664,J.Richard,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21666,D.Harris,0,13,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
21668,D.Martin,0,20,2.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
21673,J.Nelson,0,6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21676,M.Goodwin,0,11,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
21679,K.Juszczyk,0,6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21681,P.Garcon,1,24,15.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
21686,J.Nelson,0,0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0
21689,M.Breida,0,3,-5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
21690,P.Garcon,0,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21692,P.Garcon,0,25,20.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
21693,M.Goodwin,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
21694,G.Kittle,0,15,-2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
21697,R.Dwelley,0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21700,M.Goodwin,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
21701,K.Bourne,1,4,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
21704,D.Carrier,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
21707,B.LaFell,0,14,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
21708,J.Nelson,0,10,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21710,B.LaFell,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21713,B.LaFell,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21718,P.Garcon,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
21719,K.Juszczyk,0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21722,S.Roberts,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
21723,J.Cook,0,9,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
21724,J.Richard,0,25,7.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
21733,R.James,0,53,6.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0
21735,R.James,0,7,-4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
21738,R.James,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
21739,P.Garcon,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
21746,G.Kittle,0,71,13.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0
21748,G.Kittle,1,5,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
21753,S.Roberts,0,8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21756,G.Kittle,0,17,4.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
21762,D.Martin,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
21763,J.Richard,0,5,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
21772,J.Richard,0,13,-5.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
21773,M.Bryant,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21778,M.Bryant,0,23,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
21786,M.Goodwin,0,0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0
21797,K.Bourne,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21808,D.Carrier,0,8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21819,T.Cohen,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
21821,A.Miller,0,19,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21822,A.Miller,0,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21826,Z.Jones,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21828,L.McCoy,0,8,-2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
21829,T.Pryor,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
21836,T.Gabriel,0,8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21837,T.Gabriel,0,22,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
21842,L.McCoy,0,0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21844,C.Ivory,0,0,-3.0,,0.0,0.0,0.0,0.0,0.0,0.0
21846,T.Gabriel,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
21851,T.Burton,0,26,21.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
21860,J.Croom,0,26,3.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0
21862,J.Croom,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
21863,K.Benjamin,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
21866,T.Mizzell,0,5,-3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
21867,J.Bellamy,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
21869,K.Benjamin,0,14,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
21872,J.Croom,1,-1,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21875,T.Pryor,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
21876,A.Miller,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
21878,A.Miller,0,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21882,T.Gabriel,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
21884,L.Thomas,0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21886,Z.Jones,1,0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0
21889,C.Ivory,0,-4,-7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21890,L.Thomas,0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21896,A.Miller,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21900,M.Murphy,0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21902,L.Thomas,0,9,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
21905,M.Murphy,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
21907,L.Thomas,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
21914,J.Croom,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
21915,Z.Jones,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21916,L.Thomas,0,8,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21917,K.Benjamin,0,15,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
21918,L.Thomas,0,5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21919,L.McCoy,0,7,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
21920,L.Thomas,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21922,C.Ivory,0,3,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21923,Z.Jones,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
21924,T.Pryor,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
21928,T.Gabriel,0,15,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
21931,A.Miller,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21936,K.Benjamin,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
21938,T.Burton,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
21941,Z.Jones,0,5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21943,L.McCoy,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21946,K.Benjamin,0,0,31.0,,0.0,0.0,0.0,0.0,0.0,0.0
21948,T.Cohen,0,8,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21952,K.Benjamin,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
21956,J.Bellamy,0,0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0
21959,M.Murphy,0,-4,-6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21963,C.Ivory,0,20,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0
21968,K.Benjamin,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
21970,K.Benjamin,0,4,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
21972,Z.Jones,0,4,-3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
21978,T.Pryor,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
21984,T.Mizzell,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
21985,T.Burton,1,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
21988,T.Pryor,0,6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21991,T.Pryor,0,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21993,A.Holmes,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21994,L.Thomas,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
21995,J.Croom,0,11,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
21996,R.McCloud,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
21997,K.Benjamin,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
21998,M.Murphy,0,-6,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22007,M.Evans,0,0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0
22009,M.Evans,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
22012,C.McCaffrey,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22016,M.Evans,0,0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0
22018,D.Funchess,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22023,P.Barber,0,-1,-5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
22026,C.Brate,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22029,M.Evans,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
22032,C.Samuel,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
22033,J.Wright,0,8,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22035,C.McCaffrey,0,32,-8.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0
22037,C.McCaffrey,0,4,-5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
22042,O.Howard,0,15,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22043,P.Barber,0,10,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
22045,A.Humphries,0,5,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
22046,A.Humphries,0,6,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22049,O.Howard,1,4,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0
22053,D.Funchess,0,16,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
22055,G.Olsen,0,23,15.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
22071,P.Barber,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
22072,M.Evans,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
22073,A.Cross,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
22074,G.Olsen,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22075,D.Funchess,0,23,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
22079,G.Olsen,1,17,17.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
22082,A.Humphries,0,12,-3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
22083,J.Rodgers,0,4,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
22084,A.Humphries,0,7,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
22085,A.Humphries,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22087,D.Jackson,0,20,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22089,M.Evans,0,0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0
22090,C.Godwin,0,15,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
22091,O.Howard,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
22092,C.Godwin,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22096,O.Howard,1,3,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
22103,D.Funchess,0,0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0
22108,M.Evans,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22112,C.McCaffrey,0,14,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
22114,M.Evans,0,16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22116,D.Jackson,0,0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0
22117,D.Jackson,0,12,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
22118,O.Howard,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
22120,A.Humphries,0,13,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
22124,A.Humphries,1,5,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
22128,G.Olsen,0,11,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22129,D.Moore,0,16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22131,C.Samuel,0,6,-4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
22132,C.Samuel,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
22137,D.Funchess,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22141,C.Godwin,0,25,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22143,O.Howard,0,31,21.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
22144,M.Evans,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
22145,A.Humphries,1,30,5.0,25.0,0.0,1.0,0.0,1.0,1.0,0.0
22149,C.McCaffrey,0,8,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22150,C.McCaffrey,0,20,1.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0
22151,G.Olsen,0,20,3.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
22157,C.Samuel,1,19,19.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
22160,C.Brate,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22162,C.Brate,0,3,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22163,M.Evans,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22167,J.Rodgers,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
22169,J.Rodgers,0,-8,-15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
22172,G.Olsen,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22174,D.Moore,0,0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0
22176,D.Jackson,0,0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0
22189,D.Ratley,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
22190,J.Landry,0,17,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22193,J.Landry,0,5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22195,J.Landry,0,0,32.0,,0.0,0.0,0.0,0.0,0.0,0.0
22197,D.Ratley,0,0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0
22199,T.Kelce,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
22201,S.Watkins,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22202,T.Hill,0,8,-1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
22204,T.Kelce,0,21,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22205,C.Conley,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
22206,K.Hunt,1,50,-2.0,52.0,0.0,1.0,0.0,1.0,1.0,0.0
22211,D.Johnson,0,7,-3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
22213,A.Callaway,0,9,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22214,B.Perriman,0,0,46.0,,0.0,0.0,0.0,0.0,0.0,0.0
22215,D.Njoku,0,19,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
22216,B.Perriman,0,0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0
22226,S.Ware,0,25,-7.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
22231,T.Kelce,1,11,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
22238,A.Callaway,0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22241,D.Johnson,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22242,D.Johnson,0,23,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
22243,N.Chubb,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22246,D.Ratley,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
22248,S.Watkins,0,19,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
22249,T.Hill,0,40,33.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
22251,T.Hill,0,8,-4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
22253,T.Hill,0,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22259,R.Higgins,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
22260,R.Higgins,0,4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22262,D.Johnson,0,10,-7.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0
22263,R.Higgins,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
22264,J.Landry,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22266,D.Johnson,0,1,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22269,J.Landry,0,17,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22272,D.Johnson,1,19,2.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0
22273,J.Landry,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
22275,T.Kelce,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
22276,C.Conley,0,23,13.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
22279,S.Ware,0,9,-2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
22280,T.Hill,0,0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0
22283,D.Robinson,0,3,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
22284,S.Watkins,0,23,19.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
22286,S.Watkins,0,8,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
22287,S.Ware,0,21,2.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0
22288,T.Kelce,0,9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
22290,D.Harris,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22291,T.Kelce,0,16,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
22292,T.Kelce,1,13,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
22295,A.Callaway,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
22298,A.Callaway,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
22300,J.Landry,0,7,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
22307,J.Landry,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22308,B.Perriman,0,18,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
22310,B.Perriman,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
22311,D.Ratley,0,7,-3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
22312,D.Njoku,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22313,B.Perriman,0,18,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22314,D.Johnson,0,11,-2.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
22318,D.Njoku,0,11,-3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
22322,D.Johnson,1,5,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0
22326,T.Kelce,0,11,-2.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
22328,S.Watkins,0,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22329,S.Ware,0,14,-5.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0
22330,S.Ware,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22334,D.Robinson,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22337,D.Njoku,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
22340,B.Perriman,0,0,32.0,,0.0,0.0,0.0,0.0,0.0,0.0
22341,D.Hilliard,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
22342,R.Higgins,0,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
22344,D.Johnson,0,-1,-6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
22345,T.Kelce,0,18,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
22348,K.Hunt,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
22352,D.Njoku,0,14,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22353,A.Callaway,0,38,25.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
22354,S.DeValve,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
22363,D.Ratley,0,9,-2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
22366,D.Amendola,0,26,20.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
22368,D.Amendola,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
22371,E.Tomlinson,0,6,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22372,J.Kearse,0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
22376,D.Amendola,0,0,32.0,,0.0,0.0,0.0,0.0,0.0,0.0
22377,D.Parker,0,8,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22380,K.Drake,0,3,-4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
22386,C.Herndon,0,4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22393,C.Herndon,0,28,19.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
22396,D.Burnett,0,0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0
22398,K.Ballage,0,9,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
22402,D.Amendola,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
22411,D.Parker,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
22415,I.Crowell,0,0,-4.0,,0.0,0.0,0.0,0.0,0.0,0.0
22417,R.Anderson,0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22419,K.Drake,0,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
22421,D.Amendola,0,6,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22423,K.Drake,0,9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
22424,J.Grant,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
22426,K.Drake,0,7,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
22429,J.Grant,0,16,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
22432,F.Gore,0,6,-3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
22433,K.Drake,0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0
22436,E.McGuire,0,20,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
22437,C.Herndon,0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22438,J.Kearse,0,8,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22440,J.Leggett,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
22441,D.Burnett,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
22442,Q.Enunwa,0,8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
22453,R.Anderson,0,17,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
22456,J.Kearse,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
22460,K.Stills,0,19,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
22461,K.Ballage,0,8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
22466,J.Kearse,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
22476,E.McGuire,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
22478,E.McGuire,0,2,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
22480,I.Crowell,0,11,-1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
22486,J.Kearse,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
22490,M.Gesicki,0,0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0
22493,E.Tomlinson,1,0,9.0,,0.0,0.0,0.0,1.0,0.0,0.0
22495,J.Kearse,0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22497,E.McGuire,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
22498,R.Anderson,0,8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22499,Q.Enunwa,0,9,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22501,R.Anderson,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
