,rusher_player_name,receiver_player_name,sp,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,fumble,touchdown,pass_touchdown,rush_touchdown
4446,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4447,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4448,,K.Rudolph,0,12,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4449,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4450,,D.Morgan,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,L.Murray,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4452,,S.Diggs,0,0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0
4453,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4454,J.Williams,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4455,,D.Adams,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
4456,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4457,,J.Graham,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4458,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4459,D.Cook,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4460,,D.Cook,0,24,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
4461,,S.Diggs,0,0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0
4462,,D.Cook,0,0,-4.0,,0.0,0.0,0.0,0.0,0.0,0.0
4463,,S.Diggs,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
4464,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4465,,J.Graham,0,0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0
4466,T.Montgomery,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4467,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4468,,R.Cobb,0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4470,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4471,,S.Diggs,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,,A.Thielen,0,8,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4473,,A.Thielen,0,16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4474,,,0,0,,,,,,,,
4475,,A.Thielen,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
4476,D.Cook,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4477,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4478,,A.Thielen,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4479,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4480,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4481,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4482,,T.Montgomery,0,9,-5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
4483,T.Montgomery,,0,6,,,1.0,0.0,0.0,0.0,0.0,0.0
4484,,D.Adams,0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4485,,D.Adams,0,5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4486,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4487,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4488,,S.Diggs,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4489,D.Cook,,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
4490,S.Diggs,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4491,,A.Thielen,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4492,,,0,-7,,,0.0,0.0,0.0,0.0,0.0,0.0
4493,,,0,0,,,0.0,0.0,1.0,0.0,0.0,0.0
4494,,R.Cobb,0,4,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4495,J.Williams,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4496,,J.Graham,0,34,19.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
4497,,,0,-8,,,0.0,0.0,0.0,0.0,0.0,0.0
4498,,G.Allison,0,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4499,,D.Adams,0,16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4500,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4501,,G.Allison,0,6,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4502,,M.Lewis,0,0,-3.0,,0.0,0.0,0.0,0.0,0.0,0.0
4503,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4504,,R.Cobb,0,0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0
4505,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4506,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4507,K.Cousins,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4508,,D.Cook,0,4,-5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
4509,,L.Treadwell,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
4510,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4511,,R.Cobb,0,0,-4.0,,0.0,0.0,0.0,0.0,0.0,0.0
4512,,,0,-6,,,0.0,0.0,0.0,0.0,0.0,0.0
4513,,J.Graham,0,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4514,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4515,D.Cook,,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
4516,,A.Thielen,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4517,C.Ham,,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
4518,,A.Thielen,0,20,16.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
4519,,S.Diggs,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
4520,,L.Treadwell,0,9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4521,,K.Rudolph,0,23,2.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0
4522,,,0,0,,,,,,,,
4523,D.Cook,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4524,,S.Diggs,1,3,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4525,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4526,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4527,J.Williams,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4528,,R.Cobb,0,9,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
4529,,,0,0,,,,,,,,
4530,,G.Allison,0,22,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
4531,,J.Williams,0,7,-3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
4532,J.Williams,,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
4533,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4534,J.Williams,,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
4535,A.Rodgers,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4536,,L.Kendricks,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4538,J.Williams,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4539,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4540,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4541,,K.Rudolph,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
4542,,S.Diggs,1,75,55.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0
4543,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4544,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4545,,J.Graham,0,16,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
4546,J.Williams,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4547,,G.Allison,0,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4548,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4549,,D.Adams,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4550,T.Montgomery,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4551,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4552,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4553,,G.Allison,0,12,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4554,J.Williams,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4555,J.Williams,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4556,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4557,,J.Williams,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
4558,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4559,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4560,,L.Treadwell,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
4561,J.Williams,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4562,,,0,0,,,,,,,,
4563,,D.Adams,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
4564,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4565,,D.Adams,0,0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0
4566,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4567,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4568,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4569,,D.Cook,0,0,-5.0,,0.0,0.0,0.0,0.0,0.0,0.0
4570,,A.Thielen,0,12,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4571,K.Cousins,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4572,,K.Rudolph,0,10,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4573,,S.Coley,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
4574,,K.Rudolph,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4575,,A.Thielen,0,6,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4576,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4577,,A.Thielen,1,22,22.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4578,,S.Diggs,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4579,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4580,J.Williams,,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
4581,,,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
4582,,J.Graham,0,27,22.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
4583,,D.Adams,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4584,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4585,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4586,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4587,,K.Rudolph,0,11,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
4588,D.Cook,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4589,,D.Cook,0,24,-1.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0
4590,D.Cook,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4591,,L.Treadwell,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
4592,,L.Treadwell,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
4593,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4594,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4595,,D.Adams,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4596,J.Williams,,0,9,,,1.0,0.0,0.0,0.0,0.0,0.0
4597,,G.Allison,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4598,A.Rodgers,,0,-3,,,0.0,0.0,1.0,0.0,0.0,0.0
4599,,,0,-7,,,0.0,0.0,0.0,0.0,0.0,0.0
4600,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4601,,S.Diggs,0,12,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
4602,,A.Thielen,0,25,23.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4603,,K.Rudolph,0,8,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4604,,S.Diggs,0,-1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
4605,,,0,0,,,,,,,,
4606,,S.Diggs,0,6,-1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
4607,L.Murray,,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
4608,L.Murray,,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
4609,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4610,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4611,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4612,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4613,,J.Landry,0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4614,C.Hyde,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4615,D.Johnson,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4616,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4617,A.Kamara,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4618,,A.Kamara,0,7,-7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
4619,,M.Thomas,0,8,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
4620,,C.Hyde,0,7,-5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
4621,A.Callaway,,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
4622,C.Hyde,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4623,C.Hyde,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4624,,D.Johnson,0,1,-6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
4625,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4626,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4627,A.Kamara,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4628,,A.Kamara,0,10,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
4629,,T.Smith,0,18,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4630,A.Kamara,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4631,,A.Kamara,0,8,-6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
4632,A.Kamara,,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
4633,,A.Kamara,0,7,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4635,,B.Watson,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
4636,A.Kamara,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4637,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4638,,M.Thomas,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
4639,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4640,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4641,C.Hyde,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4642,C.Hyde,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4643,,R.Higgins,0,7,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0
4644,D.Johnson,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4645,C.Hyde,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4646,,,0,0,,,,,,,,
4647,,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4648,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4649,M.Gillislee,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4650,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4651,,M.Thomas,0,2,-3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,A.Kamara,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4653,,M.Thomas,0,15,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
4654,M.Gillislee,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4655,,T.Ginn,0,0,44.0,,0.0,0.0,0.0,0.0,0.0,0.0
4656,,T.Ginn,0,-3,0.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0
4657,C.Hyde,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4658,,D.Fells,0,6,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4659,,D.Njoku,0,0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0
4660,D.Johnson,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4661,M.Gillislee,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4662,,M.Thomas,0,25,20.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
4663,,A.Kamara,0,14,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
4664,M.Gillislee,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4665,,A.Kamara,0,7,-6.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
4666,,Z.Line,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4667,J.Williams,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4668,,,0,-11,,,0.0,0.0,0.0,0.0,0.0,0.0
4669,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4670,,D.Fells,0,9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4671,,J.Landry,0,14,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
4672,,J.Landry,0,22,18.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
4673,,R.Higgins,0,-3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4674,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4675,C.Hyde,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4676,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4677,,D.Njoku,0,0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4678,,,0,0,,,,,,,,
4679,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4680,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4681,,M.Thomas,0,-2,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,,B.Watson,0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,,B.Watson,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
4684,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4685,C.Hyde,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4686,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4687,C.Hyde,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4688,,,0,0,,,,,,,,
4689,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4690,,T.Ginn,0,8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4691,M.Gillislee,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4692,M.Gillislee,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4693,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4694,C.Hyde,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4695,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4696,C.Hyde,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4697,C.Hyde,,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4698,T.Taylor,,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
4699,N.Chubb,,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
4700,,A.Callaway,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
4701,,A.Callaway,0,18,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
4702,,J.Landry,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
4703,,J.Landry,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4704,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4705,,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4706,C.Hyde,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4707,C.Hyde,,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
4708,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4709,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4710,,M.Thomas,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711,,M.Thomas,0,6,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4712,,M.Thomas,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4713,,J.Hill,0,5,-3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
4714,,,0,-10,,,0.0,0.0,0.0,0.0,0.0,0.0
4715,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4716,T.Taylor,,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
4717,,R.Higgins,0,16,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4718,,D.Njoku,0,5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4719,C.Hyde,,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
4720,N.Chubb,,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
4721,,D.Johnson,0,6,-3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
4722,,,0,0,,,,,,,,
4723,,R.Higgins,0,4,-4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
4724,,R.Higgins,0,0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0
4725,,R.Higgins,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
4726,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4727,A.Kamara,,0,18,,,1.0,0.0,0.0,0.0,0.0,0.0
4728,,B.Watson,0,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4729,M.Gillislee,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4730,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4731,A.Kamara,,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
4732,A.Kamara,,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
4733,,M.Thomas,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4734,,M.Thomas,0,14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4735,A.Kamara,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4736,,M.Thomas,1,2,-2.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0
4737,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4738,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4739,A.Callaway,,0,-8,,,0.0,0.0,0.0,0.0,0.0,0.0
4740,T.Taylor,,0,5,,,0.0,0.0,1.0,0.0,0.0,0.0
4741,,J.Landry,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
4742,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4743,,T.Ginn,0,0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0
4744,M.Gillislee,,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
4745,,,0,-9,,,0.0,0.0,0.0,0.0,0.0,0.0
4746,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4747,T.Taylor,,0,6,,,0.0,0.0,1.0,0.0,0.0,0.0
4748,,D.Njoku,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
4749,,B.Watson,0,8,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,A.Kamara,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4751,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4752,A.Kamara,,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
4753,,M.Thomas,1,5,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4754,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4755,A.Kamara,,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0
4756,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4757,,D.Njoku,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
4758,,R.Higgins,0,23,19.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
4759,,D.Njoku,0,8,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4760,,,0,0,,,,,,,,
4761,,,0,-10,,,0.0,0.0,0.0,0.0,0.0,0.0
4762,,D.Njoku,0,7,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4763,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4764,,A.Callaway,1,47,47.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4765,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4766,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4767,,T.Ginn,0,8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4768,,T.Ginn,0,42,16.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0
4769,A.Kamara,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4770,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4771,,T.Ginn,0,0,26.0,,0.0,0.0,0.0,0.0,0.0,0.0
4772,,A.Carr,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
4773,,,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4774,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4775,,J.Landry,0,25,19.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
4776,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4777,,A.Callaway,0,16,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
4778,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4779,D.Brees,,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
4780,,,0,0,,,,,,,,
4781,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4782,,K.Golladay,0,10,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
4783,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4784,K.Johnson,,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
4785,K.Johnson,,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
4786,L.Blount,,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
4787,,G.Tate,0,4,-3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
4788,,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
