,rusher_player_name,sp,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,fumble,touchdown,pass_touchdown,rush_touchdown
25315,L.Fournette,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25316,L.Fournette,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
25317,L.Fournette,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25321,M.Mack,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25322,M.Mack,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25323,J.Wilkins,0,53,,,1.0,0.0,0.0,0.0,0.0,0.0
25330,L.Fournette,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25331,D.Westbrook,0,13,,,1.0,0.0,0.0,0.0,0.0,0.0
25333,L.Fournette,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25334,L.Fournette,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25335,L.Fournette,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
25338,M.Mack,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25342,M.Mack,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25348,N.Hines,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25350,A.Luck,0,7,,,1.0,0.0,0.0,0.0,0.0,0.0
25355,M.Mack,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25357,B.Bortles,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25360,B.Bortles,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
25369,A.Luck,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25372,L.Fournette,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25373,L.Fournette,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25376,L.Fournette,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25378,L.Fournette,0,1,,,1.0,0.0,0.0,0.0,0.0,0.0
25383,L.Fournette,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25385,L.Fournette,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
25397,C.Hyde,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25399,D.Westbrook,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25400,L.Fournette,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
25403,C.Rogers,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
25409,L.Fournette,0,11,,,0.0,0.0,0.0,0.0,0.0,0.0
25410,L.Fournette,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
25412,C.Hyde,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25415,L.Fournette,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25419,M.Mack,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25420,N.Hines,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25423,M.Mack,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25429,C.Hyde,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25430,T.Yeldon,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
25431,L.Fournette,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25437,M.Mack,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25447,T.Yeldon,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25449,A.Luck,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25450,A.Luck,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25451,A.Luck,0,-7,,,0.0,0.0,0.0,0.0,0.0,0.0
25455,D.Martin,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25457,D.Martin,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25458,D.Martin,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25460,J.Townsend,0,42,,,1.0,0.0,0.0,0.0,0.0,0.0
25462,M.Bryant,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25465,D.Martin,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25466,D.Martin,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25467,D.Martin,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25469,D.Watt,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25470,M.Gordon,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25477,J.Richard,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25478,J.Richard,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25483,M.Gordon,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25486,D.Martin,0,16,,,1.0,0.0,0.0,0.0,0.0,0.0
25487,D.Martin,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
25488,D.Martin,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25493,D.Martin,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
25494,D.Carr,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25495,D.Martin,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25497,M.Gordon,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25500,M.Gordon,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25504,D.Watt,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25505,M.Gordon,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
25506,M.Gordon,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25519,M.Gordon,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
25520,T.Benjamin,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
25529,D.Carr,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25533,M.Gordon,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
25534,M.Williams,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25538,D.Martin,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25540,D.Martin,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25541,D.Martin,0,-6,,,0.0,0.0,0.0,0.0,0.0,0.0
25544,M.Gordon,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25552,P.Rivers,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25554,M.Gordon,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25555,M.Gordon,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25558,D.Martin,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25563,J.Richard,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25570,M.Gordon,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
25574,A.Ekeler,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25575,A.Ekeler,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25579,M.Gordon,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
25580,M.Gordon,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25596,M.Gordon,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
25598,M.Gordon,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
25599,M.Gordon,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25602,M.Gordon,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25604,A.Ekeler,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25614,M.Davis,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
25615,M.Davis,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25617,M.Davis,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25619,T.Lockett,0,18,,,1.0,0.0,0.0,0.0,0.0,0.0
25621,M.Davis,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25629,T.Gurley,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25630,T.Gurley,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
25631,T.Gurley,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
25637,M.Davis,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25639,R.Penny,0,38,,,1.0,0.0,0.0,0.0,0.0,0.0
25641,R.Penny,1,18,,,1.0,0.0,0.0,1.0,0.0,1.0
25644,T.Gurley,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25645,R.Woods,0,9,,,1.0,0.0,0.0,0.0,0.0,0.0
25648,R.Woods,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
25656,C.Prosise,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
25664,T.Gurley,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25668,M.Davis,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25669,M.Davis,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25672,T.Gurley,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
25673,T.Gurley,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25675,T.Gurley,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
25676,J.Goff,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25680,T.Gurley,1,17,,,1.0,0.0,0.0,1.0,0.0,1.0
25684,R.Wilson,0,12,,,0.0,0.0,0.0,0.0,0.0,0.0
25685,M.Davis,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
25688,M.Davis,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
25689,R.Penny,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25695,J.Goff,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25698,T.Gurley,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
25699,T.Gurley,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25702,T.Gurley,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25711,R.Penny,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25712,R.Penny,0,6,,,1.0,0.0,0.0,0.0,0.0,0.0
25713,R.Wilson,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
25714,R.Penny,0,24,,,1.0,0.0,0.0,0.0,0.0,0.0
25716,R.Wilson,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25720,R.Penny,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25725,T.Gurley,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25729,T.Gurley,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25733,T.Gurley,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25736,T.Gurley,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25738,R.Wilson,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
25739,R.Penny,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25740,R.Wilson,0,21,,,1.0,0.0,0.0,0.0,0.0,0.0
25741,R.Penny,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25743,R.Penny,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25756,R.Wilson,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25757,R.Penny,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25759,B.Cooks,1,9,,,1.0,0.0,0.0,1.0,0.0,1.0
25763,M.Davis,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
25766,R.Wilson,0,6,,,1.0,0.0,0.0,0.0,0.0,0.0
25767,M.Davis,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25770,R.Wilson,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
25771,R.Penny,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25778,R.Woods,0,-6,,,0.0,0.0,0.0,0.0,0.0,0.0
25780,T.Gurley,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
25788,R.Wilson,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
25795,J.Goff,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25799,F.Gore,0,39,,,1.0,0.0,0.0,0.0,0.0,0.0
25800,F.Gore,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25803,K.Drake,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25804,F.Gore,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
25805,B.Osweiler,0,0,,,0.0,0.0,1.0,0.0,0.0,0.0
25807,A.Jones,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
25809,A.Rodgers,0,7,,,1.0,0.0,0.0,0.0,0.0,0.0
25810,A.Jones,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
25818,F.Gore,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25819,F.Gore,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25823,F.Gore,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25824,F.Gore,0,9,,,1.0,0.0,0.0,0.0,0.0,0.0
25826,K.Drake,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25831,A.Jones,0,67,,,1.0,0.0,0.0,0.0,0.0,0.0
25832,A.Jones,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25834,A.Jones,1,2,,,1.0,0.0,0.0,1.0,0.0,1.0
25837,F.Gore,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25842,F.Gore,0,9,,,1.0,0.0,0.0,0.0,0.0,0.0
25844,K.Drake,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25852,J.Williams,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25854,A.Rodgers,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
25855,J.Williams,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25858,F.Gore,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25861,K.Drake,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25866,A.Jones,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25869,A.Jones,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
25872,A.Rodgers,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
25873,A.Jones,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25891,A.Jones,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25898,F.Gore,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25905,A.Jones,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
25906,A.Jones,1,10,,,1.0,0.0,0.0,1.0,0.0,1.0
25909,K.Drake,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25911,A.Jones,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25916,F.Gore,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
25919,L.Carroo,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
25920,K.Drake,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25927,F.Gore,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25934,A.Jones,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
25937,A.Jones,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25939,R.Greene,0,26,,,1.0,0.0,0.0,0.0,0.0,0.0
25940,A.Jones,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25949,K.Drake,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
25951,K.Drake,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
25957,J.Williams,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25960,A.Rodgers,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25961,A.Rodgers,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25962,A.Rodgers,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
25966,J.Adams,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
25970,E.Elliott,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25974,E.Elliott,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25976,E.Elliott,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
25977,D.Prescott,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
25980,E.Elliott,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
25984,C.Clement,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
25994,E.Elliott,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
26003,J.Adams,0,29,,,1.0,0.0,0.0,0.0,0.0,0.0
26004,J.Adams,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26007,W.Smallwood,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26009,J.Adams,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
26011,E.Elliott,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26014,J.Heath,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
26021,E.Elliott,0,32,,,1.0,0.0,0.0,0.0,0.0,0.0
26022,D.Prescott,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26023,D.Prescott,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26027,C.Clement,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26041,E.Elliott,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
26047,D.Prescott,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
26055,D.Prescott,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26059,C.Clement,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
26062,C.Clement,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
26067,E.Elliott,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
26068,E.Elliott,0,35,,,1.0,0.0,1.0,0.0,0.0,0.0
26069,R.Smith,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26073,W.Smallwood,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26079,J.Adams,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26081,C.Wentz,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
26086,E.Elliott,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26087,E.Elliott,0,13,,,1.0,0.0,0.0,0.0,0.0,0.0
26090,E.Elliott,0,18,,,1.0,0.0,0.0,0.0,0.0,0.0
26092,R.Smith,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26093,E.Elliott,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26097,J.Adams,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26099,C.Clement,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26101,J.Adams,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26108,E.Elliott,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26111,E.Elliott,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
26112,E.Elliott,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26113,E.Elliott,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
26120,C.Wentz,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26124,E.Elliott,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26128,D.Prescott,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26140,S.Barkley,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26143,M.Breida,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
26145,M.Breida,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26150,S.Barkley,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
26151,S.Barkley,0,18,,,1.0,0.0,0.0,0.0,0.0,0.0
26152,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26155,S.Barkley,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
26156,S.Barkley,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
26159,M.Breida,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26162,S.Barkley,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26163,W.Gallman,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26167,M.Breida,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26170,A.Morris,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26174,M.Breida,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26175,M.Breida,1,3,,,1.0,0.0,0.0,1.0,0.0,1.0
26179,S.Barkley,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
26181,S.Barkley,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26184,M.Breida,0,20,,,1.0,0.0,0.0,0.0,0.0,0.0
26185,M.Breida,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26189,S.Barkley,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26191,S.Barkley,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
26192,S.Barkley,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26195,W.Gallman,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26200,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26201,S.Barkley,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26203,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26207,M.Breida,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26230,A.Morris,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26232,N.Mullens,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
26233,M.Breida,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
26234,M.Breida,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
26235,A.Morris,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26241,S.Barkley,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26249,K.Juszczyk,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26251,S.Shepard,0,27,,,1.0,0.0,0.0,0.0,0.0,0.0
26252,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26253,S.Barkley,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26257,M.Breida,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26258,A.Morris,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26260,A.Morris,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26264,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26269,M.Breida,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26270,N.Mullens,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26274,S.Barkley,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26277,M.Breida,0,23,,,1.0,0.0,0.0,0.0,0.0,0.0
26278,A.Morris,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
26279,A.Morris,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26281,M.Breida,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
26282,M.Breida,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26283,M.Breida,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
26284,A.Morris,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26285,A.Morris,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26320,C.Carson,0,2,,,0.0,0.0,1.0,0.0,0.0,0.0
26322,A.Jones,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
26323,A.Jones,1,8,,,1.0,0.0,0.0,1.0,0.0,1.0
26326,C.Carson,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26331,A.Jones,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26336,R.Penny,0,30,,,1.0,0.0,0.0,0.0,0.0,0.0
26337,T.Lockett,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26338,C.Carson,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26341,C.Carson,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
26349,A.Jones,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26351,A.Rodgers,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
26356,R.Penny,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
26361,J.Williams,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26364,C.Carson,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
26369,C.Carson,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
26370,C.Carson,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26372,R.Penny,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
26374,R.Penny,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
26375,R.Penny,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26378,C.Carson,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26385,A.Jones,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
26386,A.Jones,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26387,A.Jones,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26391,C.Carson,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26393,C.Carson,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
26409,R.Wilson,0,12,,,0.0,0.0,0.0,0.0,0.0,0.0
26414,A.Jones,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26422,C.Carson,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26423,C.Carson,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26427,A.Jones,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26430,R.Penny,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
26436,A.Jones,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
26440,C.Carson,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26443,C.Carson,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26446,C.Carson,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26448,C.Carson,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
26449,C.Carson,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
26453,M.Davis,0,10,,,0.0,0.0,0.0,0.0,0.0,0.0
26461,A.Jones,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26465,R.Penny,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26469,R.Penny,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
26478,M.Davis,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26479,R.Wilson,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
26481,M.Davis,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
26482,M.Davis,0,7,,,1.0,0.0,0.0,0.0,0.0,0.0
26484,R.Wilson,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26485,R.Wilson,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26486,R.Wilson,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
26490,J.Mixon,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
26493,A.Collins,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
26494,L.Jackson,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
26495,A.Collins,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26496,L.Jackson,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
26497,L.Jackson,0,21,,,1.0,0.0,0.0,0.0,0.0,0.0
26498,G.Edwards,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
26499,J.Brown,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
26500,L.Jackson,0,6,,,1.0,0.0,0.0,0.0,0.0,0.0
