,rusher_player_name,sp,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,fumble,touchdown,pass_touchdown,rush_touchdown
6343,A.Peterson,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6344,J.Crowder,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6349,A.Peterson,0,17,,,1.0,0.0,0.0,0.0,0.0,0.0
6350,A.Peterson,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6351,A.Peterson,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
6352,A.Smith,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
6355,K.Bibbs,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6357,A.Smith,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6358,K.Bibbs,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6367,A.Smith,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6368,A.Smith,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6372,J.Wilkins,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6378,W.Smallwood,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6380,W.Smallwood,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
6381,W.Smallwood,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6385,C.Clement,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
6386,C.Clement,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6390,J.Wilkins,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6395,W.Smallwood,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
6398,C.Clement,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
6411,C.Clement,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6413,J.Adams,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6415,C.Clement,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6419,N.Hines,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6421,A.Luck,0,33,,,1.0,0.0,0.0,0.0,0.0,0.0
6422,M.Johnson,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6423,J.Wilkins,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6428,J.Adams,0,16,,,1.0,0.0,0.0,0.0,0.0,0.0
6430,J.Adams,0,10,,,0.0,0.0,0.0,0.0,0.0,0.0
6436,C.Wentz,0,0,,,0.0,0.0,1.0,0.0,0.0,0.0
6437,W.Smallwood,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6449,C.Clement,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6453,C.Wentz,0,6,,,1.0,0.0,0.0,0.0,0.0,0.0
6458,J.Adams,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6459,J.Adams,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6463,J.Wilkins,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6466,J.Wilkins,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
6468,J.Wilkins,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6474,N.Hines,0,14,,,0.0,0.0,0.0,0.0,0.0,0.0
6475,N.Hines,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6479,C.Clement,0,16,,,1.0,0.0,0.0,0.0,0.0,0.0
6480,C.Clement,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6481,C.Wentz,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6482,C.Clement,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
6485,W.Smallwood,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6487,W.Smallwood,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
6489,C.Clement,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6494,N.Hines,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6499,J.Adams,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6508,C.Clement,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
6512,C.Clement,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6515,W.Smallwood,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
6518,W.Smallwood,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
6525,C.Clement,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
6526,C.Clement,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6528,W.Smallwood,1,4,,,1.0,0.0,0.0,1.0,0.0,1.0
6537,N.Hines,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
6545,C.Clement,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6547,C.Clement,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6564,C.Ivory,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6566,C.Ivory,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6569,M.Murphy,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6570,J.Allen,1,10,,,1.0,0.0,0.0,1.0,0.0,1.0
6576,C.Ivory,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6582,L.Murray,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6583,M.Boone,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6585,C.Ivory,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6590,M.Boone,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
6596,C.Ivory,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6597,J.Allen,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
6601,J.Allen,0,0,,,0.0,0.0,1.0,0.0,0.0,0.0
6602,J.Allen,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6603,C.Ivory,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6607,J.Allen,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
6614,J.Allen,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6615,M.Murphy,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6616,M.Murphy,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6625,L.Murray,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6629,C.Ivory,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6631,J.Allen,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
6632,C.Ivory,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6635,C.Ivory,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6637,M.Murphy,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6638,M.Murphy,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
6641,C.Ivory,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6652,K.Cousins,0,0,,,0.0,0.0,1.0,0.0,0.0,0.0
6658,J.Allen,0,0,,,0.0,0.0,1.0,0.0,0.0,0.0
6660,C.Ivory,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6665,C.Ivory,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
6666,M.Murphy,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6667,M.Murphy,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6668,J.Allen,0,1,,,1.0,0.0,0.0,0.0,0.0,0.0
6679,C.Ivory,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6680,C.Ivory,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6687,K.Cousins,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6696,C.Ivory,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6697,C.Ivory,0,7,,,1.0,0.0,0.0,0.0,0.0,0.0
6698,C.Ivory,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6700,C.Ivory,0,-5,,,0.0,0.0,0.0,0.0,0.0,0.0
6701,M.Murphy,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6719,C.Ivory,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6721,C.Ivory,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6723,J.Allen,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6737,M.Lynch,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6742,K.Drake,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6746,M.Lynch,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
6747,M.Lynch,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6749,D.Martin,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6751,M.Lynch,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6755,K.Smith,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6756,F.Gore,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6759,F.Gore,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6760,R.Tannehill,0,9,,,1.0,0.0,0.0,0.0,0.0,0.0
6763,K.Drake,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
6768,K.Drake,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6772,D.Martin,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
6774,D.Martin,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6777,F.Gore,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6778,F.Gore,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6785,M.Bryant,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6787,M.Lynch,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6789,M.Lynch,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6790,M.Lynch,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6791,M.Lynch,0,1,,,1.0,0.0,0.0,0.0,0.0,0.0
6793,D.Martin,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6795,M.Lynch,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6814,D.Carr,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6815,D.Carr,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6819,F.Gore,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6825,M.Lynch,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6829,D.Martin,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6830,M.Lynch,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
6831,M.Lynch,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
6832,M.Lynch,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6834,M.Lynch,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6839,M.Lynch,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
6844,K.Drake,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6853,K.Drake,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6860,M.Lynch,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
6861,M.Lynch,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
6865,D.Martin,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6866,M.Lynch,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6869,R.Tannehill,0,18,,,1.0,0.0,0.0,0.0,0.0,0.0
6874,M.Lynch,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
6876,D.Martin,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6880,D.Martin,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
6881,D.Martin,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6884,F.Gore,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
6898,R.Tannehill,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6901,A.Collins,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6905,R.Freeman,1,6,,,1.0,0.0,0.0,1.0,0.0,1.0
6908,A.Collins,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
6910,A.Collins,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6913,A.Collins,1,6,,,1.0,0.0,0.0,1.0,0.0,1.0
6916,R.Freeman,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
6917,P.Lindsay,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6920,P.Lindsay,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6922,D.Booker,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6924,E.Sanders,1,35,,,1.0,0.0,0.0,1.0,0.0,1.0
6927,A.Collins,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
6929,A.Collins,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
6936,R.Freeman,0,16,,,1.0,0.0,0.0,0.0,0.0,0.0
6937,R.Freeman,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
6941,A.Collins,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
6945,A.Collins,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6948,R.Freeman,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6953,A.Collins,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
6956,J.Allen,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
6969,A.Collins,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
6973,P.Lindsay,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
6974,P.Lindsay,0,7,,,1.0,0.0,0.0,0.0,0.0,0.0
6989,D.Booker,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7001,R.Freeman,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
7006,A.Collins,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
7007,A.Collins,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7010,A.Collins,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7013,A.Collins,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7015,J.Allen,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7018,J.Allen,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7021,J.Allen,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
7024,R.Freeman,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
7025,R.Freeman,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
7029,D.Booker,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7037,J.Allen,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7039,A.Collins,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
7041,A.Collins,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7045,R.Freeman,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7048,D.Booker,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7050,D.Booker,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7051,R.Freeman,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7056,A.Collins,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7061,R.Freeman,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
7066,A.Janovich,0,2,,,1.0,0.0,0.0,0.0,0.0,0.0
7072,R.Freeman,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7073,R.Freeman,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7076,A.Collins,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
7078,J.Allen,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7080,J.Flacco,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
7082,J.Flacco,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7083,J.Flacco,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7084,J.Flacco,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7088,C.McCaffrey,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7092,G.Bernard,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7096,G.Bernard,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
7100,G.Bernard,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
7104,G.Bernard,1,1,,,1.0,0.0,0.0,1.0,0.0,1.0
7107,C.McCaffrey,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7111,C.McCaffrey,0,13,,,1.0,0.0,0.0,0.0,0.0,0.0
7112,C.McCaffrey,0,45,,,1.0,0.0,0.0,0.0,0.0,0.0
7113,C.Newton,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7114,C.McCaffrey,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7115,C.Newton,1,2,,,1.0,0.0,0.0,1.0,0.0,1.0
7119,G.Bernard,0,-7,,,0.0,0.0,0.0,0.0,0.0,0.0
7126,C.Newton,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7129,C.McCaffrey,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7131,C.McCaffrey,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7136,T.Boyd,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7142,G.Bernard,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
7144,G.Bernard,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7149,C.McCaffrey,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7150,C.McCaffrey,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7153,C.McCaffrey,0,15,,,1.0,0.0,0.0,0.0,0.0,0.0
7154,C.Anderson,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7166,A.Armah,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7167,C.McCaffrey,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7169,C.Newton,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7172,G.Bernard,0,23,,,1.0,0.0,0.0,0.0,0.0,0.0
7177,C.McCaffrey,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
7178,C.McCaffrey,0,19,,,1.0,0.0,0.0,0.0,0.0,0.0
7180,C.McCaffrey,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7186,C.Anderson,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7187,C.McCaffrey,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7188,C.Newton,0,7,,,1.0,0.0,0.0,0.0,0.0,0.0
7189,C.McCaffrey,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7191,C.McCaffrey,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7192,C.Newton,1,5,,,1.0,0.0,0.0,1.0,0.0,1.0
7195,G.Bernard,0,22,,,1.0,0.0,0.0,0.0,0.0,0.0
7198,G.Bernard,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7205,C.McCaffrey,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7206,C.McCaffrey,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7210,G.Bernard,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7215,C.McCaffrey,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7218,C.McCaffrey,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
7222,G.Bernard,0,-4,,,0.0,0.0,0.0,0.0,0.0,0.0
7229,C.McCaffrey,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
7230,C.McCaffrey,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
7231,C.McCaffrey,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7232,C.Newton,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7233,C.Newton,0,7,,,0.0,0.0,0.0,0.0,0.0,0.0
7237,C.McCaffrey,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7239,C.McCaffrey,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
7240,C.Newton,0,12,,,1.0,0.0,0.0,0.0,0.0,0.0
7242,C.Newton,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7244,C.McCaffrey,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7246,C.McCaffrey,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7257,L.Miller,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7259,L.Miller,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7263,L.Miller,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7266,L.Miller,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7267,L.Miller,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
7271,S.Barkley,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7273,W.Gallman,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
7275,S.Barkley,0,13,,,1.0,0.0,0.0,0.0,0.0,0.0
7276,W.Gallman,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7281,S.Barkley,1,15,,,1.0,0.0,0.0,1.0,0.0,1.0
7284,L.Miller,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7285,L.Miller,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7289,J.Stewart,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7290,J.Stewart,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7294,W.Gallman,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7297,W.Gallman,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7298,O.Beckham,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7310,S.Barkley,0,24,,,1.0,0.0,0.0,0.0,0.0,0.0
7311,S.Barkley,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7312,W.Gallman,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7314,S.Barkley,0,-5,,,0.0,0.0,0.0,0.0,0.0,0.0
7315,S.Barkley,0,10,,,0.0,0.0,0.0,0.0,0.0,0.0
7319,L.Miller,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7321,D.Watson,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7323,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7325,S.Barkley,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
7326,S.Barkley,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7336,D.Watson,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7337,D.Watson,0,5,,,1.0,0.0,0.0,0.0,0.0,0.0
7346,S.Barkley,0,4,,,1.0,0.0,0.0,0.0,0.0,0.0
7348,S.Barkley,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7351,A.Blue,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7352,A.Blue,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7354,A.Blue,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7355,A.Blue,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7360,S.Barkley,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7362,W.Gallman,0,8,,,0.0,0.0,0.0,0.0,0.0,0.0
7365,L.Miller,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7367,L.Miller,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7372,S.Barkley,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7391,D.Watson,0,10,,,1.0,0.0,0.0,0.0,0.0,0.0
7394,D.Watson,0,10,,,0.0,0.0,0.0,0.0,0.0,0.0
7399,S.Barkley,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7402,S.Barkley,0,-2,,,0.0,0.0,0.0,0.0,0.0,0.0
7407,S.Barkley,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0
7428,E.Manning,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7432,C.Grant,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7439,D.Henry,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7443,T.Yeldon,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7446,C.Grant,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7447,D.Henry,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7448,D.Henry,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7454,D.Lewis,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7455,D.Lewis,0,9,,,0.0,0.0,0.0,0.0,0.0,0.0
7460,C.Grant,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7461,B.Bortles,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
7463,C.Grant,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7466,M.Mariota,0,13,,,1.0,0.0,0.0,0.0,0.0,0.0
7468,M.Mariota,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7470,D.Lewis,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7473,T.Yeldon,0,13,,,1.0,0.0,0.0,0.0,0.0,0.0
7474,C.Grant,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7475,B.Wilds,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7477,T.Yeldon,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7483,B.Bortles,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7486,D.Henry,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7491,C.Grant,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7493,T.Yeldon,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7495,M.Mariota,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7496,D.Henry,0,6,,,0.0,0.0,0.0,0.0,0.0,0.0
7497,D.Henry,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7505,M.Mariota,0,6,,,1.0,0.0,0.0,0.0,0.0,0.0
7510,D.Lewis,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7516,T.Sharpe,0,16,,,1.0,0.0,0.0,0.0,0.0,0.0
7522,D.Henry,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7523,D.Henry,0,-3,,,0.0,0.0,0.0,0.0,0.0,0.0
7535,D.Lewis,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7536,D.Lewis,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
7538,D.Lewis,0,-1,,,0.0,0.0,0.0,0.0,0.0,0.0
7539,M.Mariota,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
7540,D.Lewis,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7542,M.Mariota,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
7546,T.Yeldon,0,9,,,1.0,0.0,0.0,0.0,0.0,0.0
7548,T.Yeldon,0,3,,,1.0,0.0,0.0,0.0,0.0,0.0
7551,B.Bortles,0,8,,,1.0,0.0,0.0,0.0,0.0,0.0
7554,T.Yeldon,0,11,,,1.0,0.0,0.0,0.0,0.0,0.0
7561,D.Henry,0,14,,,1.0,0.0,0.0,0.0,0.0,0.0
7562,D.Henry,0,4,,,0.0,0.0,0.0,0.0,0.0,0.0
7564,D.Henry,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7565,D.Henry,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
7567,D.Henry,0,3,,,0.0,0.0,0.0,0.0,0.0,0.0
7569,D.Henry,0,5,,,0.0,0.0,0.0,0.0,0.0,0.0
7570,D.Henry,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0
