,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019101700,2019-10-17,7,DEN,25.40626938090621,KC,21.712008720667328,-3.6942606602388817,3.0,DEN,6,30,0.0
1,2019102001,2019-10-20,7,BUF,25.842746039085068,MIA,11.825336796650893,-14.017409242434175,-17.0,MIA,31,21,1.0
2,2019102002,2019-10-20,7,CIN,17.665681324328734,JAX,24.909571185393066,7.243889861064331,3.5,JAX,17,27,1.0
3,2019102003,2019-10-20,7,DET,20.77147446620205,MIN,27.323828417270022,6.552353951067964,1.0,MIN,30,42,1.0
4,2019102004,2019-10-20,7,GB,26.280350094530853,OAK,23.567306281148486,-2.713043813382363,-5.5,OAK,42,24,0.0
5,2019102000,2019-10-20,7,ATL,28.155146194429545,LA,26.439274236385423,-1.7158719580441255,3.0,ATL,10,37,0.0
6,2019102005,2019-10-20,7,IND,23.491107623113727,HOU,25.24994750263909,1.758839879525368,-1.0,HOU,30,23,0.0
7,2019102007,2019-10-20,7,WAS,11.491564336515932,SF,29.356452102793828,17.864887766277896,10.0,SF,0,9,0.0
8,2019102006,2019-10-20,7,NYG,23.545754000555334,ARI,23.743748068776533,0.1979940682211918,-3.0,ARI,21,27,1.0
9,2019102008,2019-10-20,7,TEN,18.45915778667764,LAC,18.728965889945204,0.2698081032675645,-2.5,LAC,23,20,0.0
10,2019102009,2019-10-20,7,CHI,18.04737413962337,NO,19.19276096872328,1.1453868290999123,-3.0,NO,25,36,1.0
11,2019102010,2019-10-20,7,SEA,28.87838142097827,BAL,23.49999873139841,-5.378382689579859,-3.5,--,16,30,
12,2019102011,2019-10-20,7,DAL,23.60172087321668,PHI,22.783633403790308,-0.8180874694263736,-3.0,--,37,10,
13,2019102100,2019-10-21,7,NYJ,8.843285004300279,NE,24.18091624716686,15.337631242866578,9.5,NE,0,33,1.0
