,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019111400,11/14/19,11,CLE,19.45236152,PIT,24.09472139,4.64235987,-3,PIT,21,7,0
1,2019111701,11/17/19,11,CAR,24.51262547,ATL,25.13832129,0.625695815,-5.5,ATL,3,29,1
2,2019111702,11/17/19,11,DET,24.52406904,DAL,27.25367112,2.729602078,3,--,27,35,
3,2019111703,11/17/19,11,IND,20.68838954,JAX,21.52703133,0.838641792,-3,JAX,31,13,0
4,2019111704,11/17/19,11,MIA,22.83081462,BUF,19.82273638,-3.00807824,5.5,MIA,20,37,0
5,2019111700,11/17/19,11,BAL,26.84473301,HOU,21.81369491,-5.031038099,-4,--,41,7,
6,2019111705,11/17/19,11,MIN,24.05236237,DEN,19.34912204,-4.703240325,-10.5,DEN,27,23,1
7,2019111707,11/17/19,11,WAS,20.12809841,NYJ,17.35325771,-2.774840702,-1,--,17,34,
8,2019111706,11/17/19,11,TB,19.27225829,NO,27.79532593,8.52306764,5.5,NO,17,34,1
9,2019111708,11/17/19,11,SF,26.31276235,ARI,17.66088672,-8.651875624,-13.5,ARI,36,26,1
10,2019111709,11/17/19,11,OAK,29.11321055,CIN,22.17159907,-6.941611489,-10.5,CIN,17,10,1
11,2019111710,11/17/19,11,PHI,21.05501521,NE,22.93731543,1.882300214,3.5,--,10,17,
12,2019111711,11/17/19,11,LA,21.07421408,CHI,17.90486855,-3.169345536,-7,CHI,17,7,0
13,2019111800,11/18/19,11,LAC,21.30132763,KC,23.37338489,2.072057261,3.5,--,17,24,
