,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019091200,2019-09-12,2,CAR,24.07376866,TB,22.18926718,-1.8845014830000002,-6.5,TB,14,20,1.0
1,2019091500,2019-09-15,2,BAL,26.81827934,ARI,15.41454222,-11.40373712,-13.0,--,23,17,
2,2019091509,2019-09-15,2,WAS,17.2056544,DAL,21.71875444,4.513100044,6.0,--,21,31,
3,2019091508,2019-09-15,2,TEN,19.87759166,IND,19.76021804,-0.11737361699999999,-3.0,IND,17,19,1.0
4,2019091507,2019-09-15,2,PIT,24.20246296,SEA,22.40632117,-1.79614179,-4.0,--,26,28,
5,2019091506,2019-09-15,2,NYG,22.97269108,BUF,23.73972724,0.767036155,1.5,--,14,28,
6,2019091501,2019-09-15,2,CIN,20.73799064,SF,21.44197214,0.703981498,-1.0,--,17,41,
7,2019091502,2019-09-15,2,DET,21.73144122,LAC,16.45194711,-5.27949411,1.0,DET,13,10,1.0
8,2019091503,2019-09-15,2,GB,18.49626539,MIN,21.45699494,2.960729544,-3.0,MIN,21,16,0.0
9,2019091504,2019-09-15,2,HOU,20.54650431,JAX,14.24342222,-6.303082091,-7.0,--,13,12,
10,2019091505,2019-09-15,2,MIA,15.40772601,NE,31.51750007,16.10977406,18.5,--,0,43,
11,2019091510,2019-09-15,2,OAK,21.91101943,KC,25.47044828,3.559428853,7.0,OAK,10,28,0.0
12,2019091512,2019-09-15,2,LA,24.18339338,NO,21.47832833,-2.7050650569999997,-1.5,--,27,9,
13,2019091511,2019-09-15,2,DEN,13.23240005,CHI,21.71331335,8.480913294,2.5,CHI,14,13,0.0
14,2019091513,2019-09-15,2,ATL,20.53327812,PHI,22.412694600000002,1.879416485,1.0,--,24,20,
15,2019091600,2019-09-16,2,NYJ,22.87483489,CLE,27.49622188,4.621386981000001,6.5,--,3,23,
