,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019112800,2019-11-28,13,DET,22.994269513685087,CHI,19.703355571035928,-3.2909139426491616,6.0,DET,20,24,1.0
1,2019112801,2019-11-28,13,DAL,20.092490767779054,BUF,23.636857725693908,3.5443669579148462,-6.5,BUF,15,26,1.0
2,2019112802,2019-11-28,13,ATL,19.59606808263416,NO,21.346117801564734,1.750049718930576,7.0,ATL,18,26,0.0
3,2019120103,2019-12-01,13,IND,24.09133767960412,TEN,24.868535322375042,0.7771976427709221,-2.5,TEN,17,31,1.0
4,2019120102,2019-12-01,13,CIN,15.073431950947034,NYJ,28.938921320609555,13.865489369662518,3.5,NYJ,22,6,0.0
5,2019120101,2019-12-01,13,CAR,23.72300117985932,WAS,19.92041018052317,-3.8025909993361537,-10.0,WAS,21,29,1.0
6,2019120100,2019-12-01,13,BAL,28.819408693680767,SF,18.99362113290314,-9.825787560777627,-5.5,BAL,20,17,0.0
7,2019120104,2019-12-01,13,JAX,21.97646996689268,TB,26.333030506620364,4.356560539727687,1.5,TB,11,26,1.0
8,2019120107,2019-12-01,13,NYG,22.647041462503267,GB,19.94091546839597,-2.7061259941072957,6.5,NYG,13,31,0.0
9,2019120106,2019-12-01,13,MIA,18.566384958333114,PHI,24.730091180241104,6.1637062219079874,10.0,MIA,37,31,1.0
10,2019120105,2019-12-01,13,KC,24.304419778637136,OAK,23.077582953575945,-1.2268368250611914,-10.0,OAK,38,9,0.0
11,2019120108,2019-12-01,13,ARI,20.415285651967174,LA,21.110279180904392,0.6949935289372178,2.5,--,7,34,
12,2019120110,2019-12-01,13,PIT,18.737752237324386,CLE,22.77988521185244,4.042132974528059,2.0,--,20,13,
13,2019120109,2019-12-01,13,DEN,17.373293082047383,LAC,21.063584409324104,3.690291327276718,3.0,--,23,20,
14,2019120111,2019-12-01,13,HOU,22.429022761468897,NE,19.35351470007712,-3.07550806139178,3.0,HOU,28,22,1.0
15,2019120200,2019-12-02,13,SEA,24.428271285039237,MIN,24.965518836004577,0.5372475509653398,-3.0,MIN,37,30,0.0
