,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019110700,2019-11-07,10,OAK,24.55020815019969,LAC,25.453954568495693,0.9037464182959952,1.5,--,26,24,
1,2019111001,2019-11-10,10,CIN,16.842428704449635,BAL,28.763404104611546,11.920975400161907,9.5,--,13,49,
2,2019111002,2019-11-10,10,CLE,19.272202416507586,BUF,24.558456428223163,5.28625401171557,-3.0,BUF,19,16,0.0
3,2019111003,2019-11-10,10,GB,26.686649362061022,CAR,25.917550815030573,-0.7690985470304454,-4.5,CAR,24,16,0.0
4,2019111004,2019-11-10,10,NO,32.401810011914336,ATL,17.665144040348448,-14.736665971565886,-13.0,--,9,26,
5,2019111000,2019-11-10,10,CHI,24.027227424709626,DET,26.374567391426567,2.347339966716937,-3.0,DET,20,13,0.0
6,2019111005,2019-11-10,10,NYJ,21.203210255051527,NYG,22.361687103332915,1.1584768482813883,2.5,--,34,27,
7,2019111007,2019-11-10,10,TEN,21.126948305519853,KC,24.131245447607217,3.00429714208736,3.5,--,35,32,
8,2019111006,2019-11-10,10,TB,25.472288858270197,ARI,27.929899945078024,2.4576110868078302,-4.5,ARI,30,27,1.0
9,2019111008,2019-11-10,10,IND,23.49753597536194,MIA,20.186216534274863,-3.3113194410870785,-10.0,MIA,12,16,1.0
10,2019111009,2019-11-10,10,PIT,22.94693844392634,LA,19.95204527477988,-2.994893169146458,3.5,PIT,17,12,1.0
11,2019111010,2019-11-10,10,DAL,25.75404407006917,MIN,27.05203987717988,1.297995807110702,-3.0,MIN,24,28,1.0
12,2019111100,2019-11-11,10,SF,28.144347161526017,SEA,19.373510474478085,-8.770836687047925,-6.5,--,24,24,
