,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019090500,2019-09-05,1,CHI,21.5,GB,12.8,-8.8,-3.0,CHI,3,10,0.0
1,2019090800,2019-09-08,1,CAR,19.8,LA,23.8,4.0,1.5,LA,27,30,1.0
2,2019090806,2019-09-08,1,PHI,19.4,WAS,11.4,-8.0,-10.0,--,32,27,
3,2019090805,2019-09-08,1,NYJ,21.3,BUF,24.2,2.8,-2.5,BUF,16,17,1.0
4,2019090804,2019-09-08,1,MIN,19.8,ATL,20.1,0.3,-4.0,ATL,28,12,0.0
5,2019090803,2019-09-08,1,MIA,15.6,BAL,25.2,9.6,6.5,BAL,10,59,1.0
6,2019090802,2019-09-08,1,JAX,15.1,KC,19.7,4.6,3.5,--,26,40,
7,2019090801,2019-09-08,1,CLE,19.5,TEN,21.5,2.0,-5.5,TEN,13,43,1.0
8,2019090807,2019-09-08,1,LAC,17.0,IND,21.4,4.4,-6.5,IND,30,24,1.0
9,2019090808,2019-09-08,1,SEA,22.1,CIN,18.6,-3.5,-9.5,CIN,21,20,1.0
10,2019090811,2019-09-08,1,TB,20.7,SF,22.3,1.6,-1.0,SF,17,31,1.0
11,2019090810,2019-09-08,1,DAL,22.0,NYG,22.7,0.7,-7.5,NYG,35,17,0.0
12,2019090809,2019-09-08,1,ARI,12.8,DET,20.1,7.3,2.5,DET,27,27,0.0
13,2019090812,2019-09-08,1,NE,24.1,PIT,17.0,-7.1,-6.0,--,33,3,
14,2019090900,2019-09-09,1,NO,20.0,HOU,18.6,-1.4,-7.0,HOU,30,28,1.0
15,2019090901,2019-09-09,1,OAK,19.2,DEN,19.7,0.5,2.0,--,24,16,
