,game_id,game_date,week,home_team,predicted_home_score,away_team,predicted_away_score,predicted_spread,vegas_line_home,bets,total_home_score,total_away_score,win_bet
0,2019121200,2019-12-12,15,BAL,22.86671986,NYJ,17.81334919,-5.05337067,-14.5,NYJ,42,21,0.0
1,2019121500,2019-12-15,15,CAR,19.81369712,SEA,25.7675894,5.953892281,5.5,--,24,30,
2,2019121508,2019-12-15,15,WAS,19.13046,PHI,21.59054361,2.4600836090000002,5.5,WAS,27,37,0.0
3,2019121507,2019-12-15,15,TEN,31.80988763,HOU,21.27862799,-10.53125964,-3.0,TEN,21,24,0.0
4,2019121506,2019-12-15,15,PIT,18.9993918,BUF,20.17869056,1.179298764,-2.0,BUF,10,17,1.0
5,2019121505,2019-12-15,15,NYG,22.16124196,MIA,23.90751653,1.746274567,-3.0,MIA,36,20,0.0
6,2019121504,2019-12-15,15,KC,23.95462714,DEN,18.20223324,-5.752393902000001,-11.0,DEN,23,3,0.0
7,2019121501,2019-12-15,15,CIN,18.67865266,NE,19.58795472,0.909302061,9.5,CIN,13,34,0.0
8,2019121502,2019-12-15,15,DET,18.70228751,TB,26.61584553,7.913558025,3.5,TB,17,38,1.0
9,2019121503,2019-12-15,15,GB,20.738157100000002,CHI,20.19723455,-0.540922554,-4.5,CHI,21,13,0.0
10,2019121510,2019-12-15,15,OAK,27.11159511,JAX,20.15733294,-6.954262171,-6.5,--,16,20,
11,2019121509,2019-12-15,15,ARI,16.68314038,CLE,25.74902717,9.065886785,2.5,CLE,38,24,0.0
12,2019121512,2019-12-15,15,SF,25.07355051,ATL,22.96890002,-2.1046504880000003,-11.0,ATL,22,29,1.0
13,2019121511,2019-12-15,15,DAL,20.67247478,LA,23.28440681,2.611932031,0.0,LA,44,21,0.0
14,2019121513,2019-12-15,15,LAC,24.15476453,MIN,21.8011479,-2.353616637,2.5,LAC,10,39,0.0
15,2019121600,2019-12-16,15,NO,26.56211713,IND,23.5555865,-3.006530628,-9.0,IND,34,7,0.0
